userid,version,sum_gamerounds,retention_1,retention_7,ab_group
9653178,gate_30,29,1,1,control
9653198,gate_30,3,0,0,control
9653258,gate_40,3,0,0,treatment
9653293,gate_40,3,0,0,treatment
9653340,gate_40,3,0,0,treatment
9653756,gate_40,129,0,1,treatment
9653757,gate_30,408,1,1,control
9653793,gate_40,78,1,0,treatment
9653877,gate_30,84,1,1,control
9653973,gate_30,49,1,0,control
9654220,gate_40,8,1,0,treatment
9654344,gate_40,125,1,1,treatment
9654359,gate_30,56,0,0,control
9654380,gate_40,7,0,0,treatment
9654421,gate_30,8,1,0,control
9654423,gate_30,3,0,0,control
9654506,gate_40,20,1,0,treatment
9654511,gate_30,2,0,0,control
9654640,gate_40,13,0,0,treatment
9654685,gate_40,12,0,0,treatment
9654737,gate_40,34,1,0,treatment
9654751,gate_30,52,1,1,control
9654911,gate_40,6,0,0,treatment
9654931,gate_30,2,0,0,control
9655131,gate_40,311,1,1,treatment
9655261,gate_40,173,1,1,treatment
9655274,gate_40,0,0,0,treatment
9655426,gate_30,33,0,0,control
9655524,gate_30,80,1,0,control
9655909,gate_30,25,1,0,control
9655922,gate_30,388,1,1,control
9655965,gate_40,6,0,0,treatment
9655980,gate_30,1,0,0,control
9656102,gate_40,78,1,0,treatment
9656263,gate_40,14,1,0,treatment
9656299,gate_30,19,1,0,control
9656332,gate_40,2,0,0,treatment
9656345,gate_30,20,0,0,control
9656423,gate_40,44,1,0,treatment
9656426,gate_40,0,0,0,treatment
9656536,gate_30,24,1,0,control
9656551,gate_30,20,0,0,control
9656615,gate_30,4,0,0,control
9656633,gate_40,145,1,0,treatment
9657028,gate_30,57,0,0,control
9657156,gate_40,37,1,0,treatment
9657172,gate_40,23,0,1,treatment
9657182,gate_40,3,0,0,treatment
9657220,gate_30,4,0,0,control
9657319,gate_30,25,1,0,control
9657516,gate_30,5,0,0,control
9657769,gate_30,23,1,0,control
9657977,gate_40,78,1,0,treatment
9658026,gate_40,9,0,0,treatment
9658049,gate_40,10,0,0,treatment
9658133,gate_30,14,0,0,control
9658464,gate_40,394,1,1,treatment
9658655,gate_40,266,1,0,treatment
9658760,gate_30,0,0,0,control
9658864,gate_40,3,0,0,treatment
9658906,gate_30,1,1,0,control
9658908,gate_30,7,0,0,control
9658917,gate_40,18,0,0,treatment
9659247,gate_30,2,0,0,control
9659321,gate_30,17,0,0,control
9659434,gate_40,7,0,0,treatment
9659484,gate_30,16,0,0,control
9659707,gate_30,3,0,0,control
9659720,gate_30,11,0,0,control
9659794,gate_40,171,1,0,treatment
9659876,gate_40,15,1,0,treatment
9659897,gate_40,47,1,1,treatment
9659915,gate_30,95,0,1,control
9659919,gate_40,13,1,0,treatment
9660196,gate_30,9,0,0,control
9660553,gate_30,52,1,0,control
9660563,gate_40,22,1,0,treatment
9660647,gate_40,9,1,0,treatment
9660668,gate_30,133,1,1,control
9660693,gate_30,3,1,0,control
9660798,gate_40,7,0,0,treatment
9660875,gate_40,50,1,1,treatment
9660911,gate_40,78,1,0,treatment
9661299,gate_30,33,1,0,control
9661483,gate_30,7,0,0,control
9661555,gate_40,238,1,1,treatment
9661572,gate_40,12,0,0,treatment
9661711,gate_30,9,0,0,control
9661762,gate_40,9,0,0,treatment
9661883,gate_40,13,0,0,treatment
9662117,gate_30,47,1,1,control
9662138,gate_30,14,0,0,control
9662166,gate_40,2,0,0,treatment
9662269,gate_40,144,1,1,treatment
9662511,gate_30,0,0,0,control
9662966,gate_40,305,1,0,treatment
9662972,gate_40,12,0,0,treatment
9663053,gate_40,9,0,0,treatment
9663075,gate_30,11,0,0,control
9663166,gate_40,19,0,0,treatment
9663224,gate_30,228,1,1,control
9663392,gate_30,6,0,0,control
9663407,gate_40,31,0,1,treatment
9663493,gate_40,1,0,0,treatment
9663555,gate_30,44,1,1,control
9663695,gate_40,200,1,1,treatment
9663829,gate_40,11,1,0,treatment
9663862,gate_30,1,0,0,control
9664037,gate_40,13,0,0,treatment
9664280,gate_30,65,1,0,control
9664298,gate_40,10,1,0,treatment
9664323,gate_40,4,0,0,treatment
9664459,gate_30,57,1,1,control
9664626,gate_40,1,0,0,treatment
9664825,gate_40,20,1,0,treatment
9664829,gate_40,111,1,0,treatment
9665052,gate_40,4,0,0,treatment
9665196,gate_40,4,0,0,treatment
9665236,gate_40,62,0,1,treatment
9665318,gate_40,63,0,0,treatment
9665710,gate_30,22,0,0,control
9665774,gate_30,12,0,0,control
9665890,gate_30,113,1,0,control
9665892,gate_30,430,1,1,control
9666170,gate_30,27,0,0,control
9666233,gate_40,0,0,0,treatment
9666286,gate_30,23,1,0,control
9666536,gate_40,122,1,0,treatment
9666750,gate_30,15,0,1,control
9667005,gate_40,4,0,0,treatment
9667082,gate_40,38,0,0,treatment
9667127,gate_40,55,0,0,treatment
9667199,gate_40,8,0,0,treatment
9667340,gate_30,38,1,0,control
9667342,gate_30,68,1,0,control
9667418,gate_30,2,0,0,control
9667421,gate_30,0,0,0,control
9667422,gate_30,16,1,0,control
9667433,gate_40,7,0,0,treatment
9667884,gate_30,0,0,0,control
9667960,gate_40,30,0,0,treatment
9668170,gate_40,8,1,0,treatment
9668201,gate_30,27,1,0,control
9668242,gate_40,6,0,0,treatment
9668316,gate_30,14,0,0,control
9668454,gate_30,1,0,0,control
9668465,gate_40,22,1,0,treatment
9668532,gate_30,20,1,0,control
9668626,gate_40,0,0,0,treatment
9669040,gate_40,197,1,1,treatment
9669070,gate_40,67,1,0,treatment
9669238,gate_30,29,1,0,control
9669376,gate_40,23,0,0,treatment
9669445,gate_40,31,1,1,treatment
9669460,gate_30,169,1,0,control
9669476,gate_40,4,0,0,treatment
9669501,gate_40,1,0,0,treatment
9669579,gate_30,47,1,0,control
9669609,gate_40,3,0,0,treatment
9669726,gate_30,47,1,0,control
9669866,gate_40,130,1,1,treatment
9669888,gate_30,71,1,0,control
9669915,gate_30,28,0,0,control
9669932,gate_40,0,0,0,treatment
9669982,gate_30,10,0,0,control
9670057,gate_30,2,0,0,control
9670171,gate_40,54,1,1,treatment
9670300,gate_30,8,0,0,control
9670400,gate_30,11,0,0,control
9670444,gate_40,7,0,0,treatment
9670474,gate_40,66,1,0,treatment
9670746,gate_40,3,0,0,treatment
9670777,gate_30,16,0,0,control
9670783,gate_40,40,1,0,treatment
9670934,gate_40,0,0,0,treatment
9670993,gate_30,14,0,0,control
9671093,gate_40,4,0,0,treatment
9671558,gate_40,29,1,0,treatment
9672006,gate_40,10,0,0,treatment
9672020,gate_30,53,1,0,control
9672179,gate_30,60,1,0,control
9672300,gate_40,64,1,1,treatment
9672461,gate_30,91,1,0,control
9672544,gate_30,1,0,0,control
9672609,gate_40,33,0,0,treatment
9672624,gate_30,2,0,0,control
9672719,gate_30,1,0,0,control
9672785,gate_30,46,1,0,control
9672871,gate_30,4,0,0,control
9673051,gate_40,211,1,1,treatment
9673105,gate_30,5,1,0,control
9673116,gate_40,17,1,0,treatment
9673398,gate_30,9,0,0,control
9673799,gate_30,30,0,0,control
9674113,gate_40,5,0,0,treatment
9674224,gate_30,63,1,0,control
9674284,gate_30,11,0,0,control
9674446,gate_40,11,0,0,treatment
9674497,gate_40,0,0,0,treatment
9674509,gate_30,2,0,0,control
9674614,gate_40,11,1,0,treatment
9674803,gate_30,4,0,0,control
9675014,gate_40,5,0,0,treatment
9675276,gate_30,6,0,0,control
9675416,gate_30,200,1,1,control
9675423,gate_30,3,0,0,control
9675471,gate_40,1,0,0,treatment
9675492,gate_40,16,0,0,treatment
9675692,gate_40,15,0,0,treatment
9675864,gate_30,99,1,0,control
9675975,gate_30,6,0,0,control
9676015,gate_30,97,1,1,control
9676025,gate_40,15,0,1,treatment
9676098,gate_40,15,0,0,treatment
9676266,gate_40,3,0,0,treatment
9676295,gate_30,1,0,0,control
9676408,gate_40,105,1,0,treatment
9676635,gate_30,80,1,0,control
9676676,gate_40,26,0,0,treatment
9676685,gate_40,8,0,0,treatment
9677060,gate_40,10,0,0,treatment
9677130,gate_40,18,0,0,treatment
9677313,gate_30,17,0,0,control
9677409,gate_30,17,0,0,control
9677509,gate_40,7,0,0,treatment
9677543,gate_40,203,1,1,treatment
9677618,gate_40,1,0,0,treatment
9677654,gate_30,4,0,0,control
9677725,gate_40,5,0,0,treatment
9677804,gate_40,66,1,0,treatment
9677812,gate_40,3,0,0,treatment
9678014,gate_40,929,1,1,treatment
9678151,gate_40,0,0,0,treatment
9678376,gate_40,3,0,0,treatment
9678554,gate_30,86,1,0,control
9678685,gate_40,2,0,0,treatment
9678731,gate_40,5,0,0,treatment
9678934,gate_40,41,1,1,treatment
9679177,gate_30,5,0,0,control
9679255,gate_30,40,1,0,control
9679571,gate_30,4,0,0,control
9679665,gate_30,21,1,1,control
9679668,gate_30,186,1,1,control
9679903,gate_40,13,0,0,treatment
9680077,gate_30,39,0,0,control
9680300,gate_40,8,0,0,treatment
9680315,gate_40,25,0,0,treatment
9680409,gate_30,152,1,1,control
9680474,gate_40,9,1,0,treatment
9680522,gate_40,6,1,0,treatment
9680617,gate_40,4,0,0,treatment
9680755,gate_40,3,0,0,treatment
9680833,gate_40,16,1,0,treatment
9680894,gate_40,11,0,0,treatment
9680964,gate_30,9,0,0,control
9680983,gate_40,0,0,0,treatment
9681242,gate_30,71,1,0,control
9681285,gate_30,65,1,0,control
9681357,gate_30,0,0,0,control
9681385,gate_40,20,1,0,treatment
9681661,gate_40,27,1,0,treatment
9681778,gate_40,9,0,0,treatment
9681876,gate_30,4,0,0,control
9681997,gate_30,3,0,0,control
9682030,gate_40,0,0,0,treatment
9682141,gate_30,32,1,0,control
9682213,gate_30,16,1,0,control
9682396,gate_40,73,1,1,treatment
9682552,gate_30,31,1,0,control
9682561,gate_40,38,1,1,treatment
9682780,gate_40,6,0,0,treatment
9683192,gate_30,2,0,0,control
9683203,gate_40,24,1,0,treatment
9683224,gate_30,9,0,0,control
9683718,gate_30,13,0,0,control
9683886,gate_40,10,0,0,treatment
9684032,gate_30,1,0,0,control
9684099,gate_40,35,0,0,treatment
9684414,gate_30,47,1,0,control
9684457,gate_40,13,0,0,treatment
9684566,gate_30,650,1,1,control
9684594,gate_40,157,1,1,treatment
9684659,gate_40,0,0,0,treatment
9684899,gate_30,56,1,0,control
9685164,gate_40,10,0,0,treatment
9685233,gate_40,28,1,0,treatment
9685259,gate_40,5,0,0,treatment
9685316,gate_40,134,1,0,treatment
9685351,gate_30,26,1,0,control
9685398,gate_40,1,1,0,treatment
9685405,gate_40,42,0,0,treatment
9685438,gate_30,3,0,0,control
9685793,gate_40,115,0,0,treatment
9685800,gate_30,302,1,1,control
9685828,gate_30,6,1,0,control
9685852,gate_40,13,1,0,treatment
9685861,gate_30,1,0,0,control
9685955,gate_40,15,1,0,treatment
9686030,gate_30,90,1,0,control
9686306,gate_30,3,0,0,control
9686373,gate_40,0,0,0,treatment
9686388,gate_40,10,1,0,treatment
9686427,gate_40,2,0,0,treatment
9686434,gate_30,4,0,0,control
9686700,gate_40,10,0,0,treatment
9686725,gate_30,11,0,0,control
9686748,gate_40,0,0,0,treatment
9686757,gate_40,26,1,0,treatment
9686804,gate_40,0,0,0,treatment
9686928,gate_40,4,0,0,treatment
9686959,gate_40,87,0,1,treatment
9687041,gate_40,86,1,0,treatment
9687071,gate_40,330,1,1,treatment
9687081,gate_40,59,1,0,treatment
9687195,gate_30,109,0,1,control
9687310,gate_30,8,0,0,control
9687337,gate_40,50,1,0,treatment
9687353,gate_30,8,0,0,control
9687482,gate_30,8,1,0,control
9687492,gate_30,134,1,1,control
9687585,gate_30,1,0,0,control
9687716,gate_30,59,1,0,control
9687727,gate_30,12,0,0,control
9687800,gate_30,8,1,0,control
9687836,gate_30,4,0,0,control
9687852,gate_40,11,0,0,treatment
9687904,gate_40,21,1,1,treatment
9687939,gate_30,112,1,1,control
9687966,gate_40,83,1,1,treatment
9687984,gate_30,45,1,1,control
9687999,gate_40,39,1,0,treatment
9688013,gate_40,2,0,0,treatment
9688055,gate_30,54,1,0,control
9688208,gate_30,1,0,0,control
9688573,gate_40,4,0,0,treatment
9688724,gate_40,47,1,0,treatment
9688743,gate_40,40,1,1,treatment
9688763,gate_40,3,0,0,treatment
9689133,gate_30,2,0,0,control
9689140,gate_40,32,0,0,treatment
9689165,gate_40,4,0,0,treatment
9689380,gate_30,6,0,0,control
9689589,gate_40,1,0,0,treatment
9689691,gate_30,6,0,0,control
9689789,gate_30,9,0,0,control
9690300,gate_40,3,0,0,treatment
9690330,gate_30,189,1,0,control
9690437,gate_30,60,1,0,control
9690506,gate_40,0,0,0,treatment
9690577,gate_40,5,0,0,treatment
9690596,gate_30,338,1,1,control
9690758,gate_40,215,1,1,treatment
9691091,gate_40,8,0,1,treatment
9691306,gate_30,207,1,0,control
9691346,gate_40,30,1,0,treatment
9691501,gate_30,40,1,1,control
9691516,gate_40,56,1,0,treatment
9691585,gate_30,1,0,1,control
9691636,gate_40,10,0,0,treatment
9691656,gate_40,3,1,0,treatment
9691830,gate_30,0,0,0,control
9691968,gate_40,23,0,0,treatment
9692008,gate_40,32,1,0,treatment
9692302,gate_30,11,0,0,control
9692381,gate_40,20,1,0,treatment
9692391,gate_30,5,0,0,control
9692621,gate_30,3,0,0,control
9692699,gate_40,13,1,0,treatment
9692745,gate_40,8,0,0,treatment
9692900,gate_40,54,0,0,treatment
9692932,gate_40,13,0,0,treatment
9692943,gate_30,20,1,0,control
9692997,gate_40,206,1,1,treatment
9693049,gate_30,5,0,0,control
9693318,gate_40,20,1,0,treatment
9693369,gate_40,1,0,0,treatment
9693435,gate_30,16,1,0,control
9693444,gate_40,16,1,0,treatment
9693556,gate_30,1,0,0,control
9693607,gate_40,20,0,0,treatment
9693650,gate_30,0,0,0,control
9693691,gate_40,26,0,0,treatment
9693708,gate_30,926,1,1,control
9693899,gate_40,36,1,1,treatment
9694102,gate_30,109,1,1,control
9694297,gate_40,34,1,0,treatment
9694399,gate_40,155,1,1,treatment
9694419,gate_40,10,0,0,treatment
9694468,gate_40,369,0,1,treatment
9694491,gate_30,0,0,0,control
9694566,gate_40,3,0,0,treatment
9694734,gate_40,107,1,0,treatment
9694817,gate_30,24,0,0,control
9694846,gate_30,11,1,0,control
9694991,gate_30,1,0,0,control
9695174,gate_40,215,1,1,treatment
9695175,gate_30,68,1,0,control
9695241,gate_40,4,0,0,treatment
9695329,gate_40,12,0,0,treatment
9695413,gate_40,10,0,0,treatment
9695588,gate_40,19,0,0,treatment
9695728,gate_30,6,0,0,control
9695741,gate_40,343,1,1,treatment
9695756,gate_30,56,1,0,control
9695983,gate_40,435,1,1,treatment
9696107,gate_30,22,0,0,control
9696143,gate_30,23,1,0,control
9696424,gate_30,68,1,1,control
9696536,gate_30,6,0,0,control
9696705,gate_30,7,0,1,control
9696964,gate_40,9,1,1,treatment
9696981,gate_30,0,0,0,control
9697002,gate_40,612,1,0,treatment
9697011,gate_40,66,0,1,treatment
9697135,gate_40,3,0,0,treatment
9697187,gate_30,159,0,0,control
9697207,gate_30,1,0,0,control
9697246,gate_30,12,0,0,control
9697417,gate_30,12,1,0,control
9697764,gate_30,10,0,0,control
9698124,gate_30,10,1,0,control
9698168,gate_30,26,0,0,control
9698507,gate_40,2,0,1,treatment
9698613,gate_40,36,1,0,treatment
9698708,gate_30,4,0,0,control
9698734,gate_30,21,1,0,control
9698862,gate_40,36,0,0,treatment
9698907,gate_40,34,0,0,treatment
9699103,gate_30,36,1,1,control
9699117,gate_30,409,1,0,control
9699366,gate_40,17,0,0,treatment
9699523,gate_40,261,1,1,treatment
9699524,gate_40,9,0,0,treatment
9699555,gate_30,43,0,0,control
9699581,gate_30,1,0,0,control
9699664,gate_30,22,0,0,control
9699735,gate_30,4,0,0,control
9699818,gate_40,57,1,1,treatment
9700174,gate_40,4,0,0,treatment
9700248,gate_40,15,0,0,treatment
9700804,gate_40,36,1,1,treatment
9700867,gate_30,1,0,0,control
9701107,gate_30,108,0,1,control
9701126,gate_40,6,0,0,treatment
9701131,gate_40,27,1,1,treatment
9701155,gate_40,1,0,0,treatment
9701184,gate_40,1,0,0,treatment
9701347,gate_30,10,0,0,control
9701409,gate_40,59,0,0,treatment
9701422,gate_30,139,1,1,control
9701472,gate_40,12,0,0,treatment
9701544,gate_40,9,1,0,treatment
9701574,gate_40,0,0,0,treatment
9701603,gate_40,3,0,0,treatment
9701617,gate_40,5,0,0,treatment
9701868,gate_30,25,0,0,control
9701973,gate_30,3,0,0,control
9702018,gate_30,5,0,0,control
9702039,gate_30,34,1,0,control
9702222,gate_30,0,0,0,control
9702481,gate_40,0,0,0,treatment
9702516,gate_30,175,1,1,control
9702849,gate_40,6,0,0,treatment
9702977,gate_40,40,1,0,treatment
9703061,gate_40,75,1,0,treatment
9703092,gate_30,15,1,0,control
9703095,gate_30,35,0,1,control
9703314,gate_40,9,0,0,treatment
9703331,gate_30,17,0,0,control
9703389,gate_30,0,0,0,control
9703445,gate_40,1,0,0,treatment
9704097,gate_40,402,0,1,treatment
9704142,gate_30,1,0,0,control
9704332,gate_40,11,0,0,treatment
9704360,gate_40,77,1,0,treatment
9704453,gate_40,42,1,0,treatment
9704844,gate_30,52,1,0,control
9704906,gate_30,40,0,0,control
9705139,gate_30,73,1,0,control
9705207,gate_30,18,0,0,control
9705229,gate_30,69,1,0,control
9705382,gate_30,9,1,0,control
9705461,gate_30,10,1,0,control
9705522,gate_40,25,0,1,treatment
9705632,gate_30,421,1,1,control
9705772,gate_30,4,0,0,control
9705783,gate_30,35,1,0,control
9705864,gate_30,0,0,0,control
9705871,gate_30,2,0,0,control
9705904,gate_30,640,1,1,control
9706069,gate_30,20,0,0,control
9706181,gate_40,5,0,0,treatment
9706220,gate_40,0,0,0,treatment
9706454,gate_40,22,1,0,treatment
9706807,gate_40,9,0,0,treatment
9706866,gate_30,16,1,0,control
9706993,gate_30,12,0,0,control
9707143,gate_40,85,1,1,treatment
9707367,gate_30,16,0,0,control
9707719,gate_40,50,1,0,treatment
9707738,gate_40,60,1,0,treatment
9707888,gate_40,7,0,0,treatment
9707991,gate_30,5,0,0,control
9708112,gate_30,100,1,0,control
9708276,gate_30,8,1,0,control
9708303,gate_40,45,1,0,treatment
9708358,gate_40,49,1,0,treatment
9708423,gate_40,9,0,0,treatment
9708724,gate_40,19,0,1,treatment
9708844,gate_30,0,1,0,control
9708987,gate_40,34,1,0,treatment
9709069,gate_30,140,1,1,control
9709190,gate_30,8,0,0,control
9709661,gate_40,4,0,0,treatment
9709680,gate_40,116,1,1,treatment
9709715,gate_40,3,0,0,treatment
9709864,gate_40,142,1,1,treatment
9709879,gate_30,61,1,1,control
9709952,gate_40,154,1,0,treatment
9710056,gate_40,28,1,0,treatment
9710333,gate_40,2,0,0,treatment
9710402,gate_40,70,0,1,treatment
9710436,gate_30,12,1,0,control
9710609,gate_40,5,0,0,treatment
9710759,gate_40,1,0,0,treatment
9710767,gate_30,173,1,1,control
9710821,gate_30,53,0,0,control
9711051,gate_40,18,0,0,treatment
9711169,gate_30,4,0,0,control
9711200,gate_30,2,0,0,control
9711304,gate_40,13,1,0,treatment
9711581,gate_40,49,1,0,treatment
9711680,gate_30,94,0,1,control
9711709,gate_40,8,0,0,treatment
9711817,gate_30,41,1,0,control
9711916,gate_30,106,1,1,control
9712456,gate_30,63,1,0,control
9712525,gate_30,124,1,1,control
9712591,gate_40,12,1,0,treatment
9712594,gate_40,17,1,0,treatment
9712853,gate_30,5,0,0,control
9712956,gate_30,4,0,0,control
9712969,gate_40,3,0,0,treatment
9713050,gate_30,13,0,0,control
9713059,gate_30,36,1,0,control
9713119,gate_30,42,0,0,control
9713139,gate_40,29,0,0,treatment
9713354,gate_30,12,0,0,control
9713499,gate_40,10,0,0,treatment
9713504,gate_30,62,1,0,control
9713517,gate_30,0,0,0,control
9713775,gate_30,100,1,1,control
9713823,gate_40,45,0,0,treatment
9714427,gate_40,3,0,0,treatment
9714573,gate_30,8,1,0,control
9714799,gate_40,22,1,0,treatment
9714800,gate_30,120,1,0,control
9714826,gate_30,2,0,0,control
9714847,gate_30,4,0,0,control
9714887,gate_40,0,0,0,treatment
9714926,gate_30,0,0,0,control
9715120,gate_40,6,1,0,treatment
9715127,gate_40,6,0,0,treatment
9715132,gate_30,88,1,1,control
9715199,gate_40,20,0,0,treatment
9715247,gate_30,291,1,1,control
9715366,gate_40,10,0,0,treatment
9715383,gate_40,27,0,0,treatment
9715580,gate_40,11,1,0,treatment
9715805,gate_30,212,1,1,control
9715854,gate_40,14,1,0,treatment
9715916,gate_40,35,1,0,treatment
9716273,gate_40,49,0,1,treatment
9716308,gate_30,27,1,0,control
9716685,gate_30,123,1,1,control
9716825,gate_40,1,0,0,treatment
9716988,gate_40,54,1,0,treatment
9717016,gate_30,14,0,0,control
9717455,gate_40,73,0,1,treatment
9717634,gate_40,3,0,0,treatment
9717753,gate_30,32,0,0,control
9718119,gate_30,13,0,0,control
9718191,gate_40,1,0,0,treatment
9718292,gate_40,8,0,0,treatment
9718320,gate_40,484,1,1,treatment
9718477,gate_30,3,0,0,control
9718687,gate_40,77,1,0,treatment
9718692,gate_40,40,1,0,treatment
9718823,gate_40,15,0,0,treatment
9718947,gate_40,69,1,1,treatment
9719190,gate_40,0,0,0,treatment
9719306,gate_30,2,0,0,control
9719372,gate_30,9,1,0,control
9719835,gate_40,36,0,0,treatment
9719898,gate_40,52,1,0,treatment
9719993,gate_30,17,0,0,control
9720020,gate_30,20,0,0,control
9720440,gate_30,38,1,0,control
9720539,gate_40,134,1,0,treatment
9720609,gate_40,41,1,0,treatment
9720637,gate_40,96,1,1,treatment
9720739,gate_40,9,0,0,treatment
9720740,gate_40,9,1,0,treatment
9720837,gate_40,8,0,0,treatment
9720932,gate_40,27,0,0,treatment
9721012,gate_30,4,0,0,control
9721111,gate_40,11,0,0,treatment
9721124,gate_30,20,1,0,control
9721367,gate_30,63,1,0,control
9721460,gate_30,10,0,0,control
9721943,gate_40,460,1,1,treatment
9722045,gate_40,48,1,0,treatment
9722074,gate_40,88,1,1,treatment
9722212,gate_30,6,0,0,control
9722808,gate_30,8,0,0,control
9722873,gate_40,5,0,0,treatment
9723289,gate_30,2,0,0,control
9723334,gate_30,62,1,0,control
9723784,gate_40,100,1,0,treatment
9723789,gate_30,8,0,0,control
9724262,gate_40,258,1,1,treatment
9724440,gate_40,29,0,0,treatment
9724475,gate_40,6,0,0,treatment
9724668,gate_40,253,1,0,treatment
9724736,gate_40,8,0,0,treatment
9724880,gate_30,5,0,0,control
9724937,gate_30,24,0,1,control
9724975,gate_40,127,1,1,treatment
9725040,gate_30,6,0,0,control
9725074,gate_30,15,0,0,control
9725219,gate_30,2,0,0,control
9725348,gate_40,2,0,0,treatment
9725573,gate_40,57,0,1,treatment
9725746,gate_30,30,1,0,control
9725869,gate_40,69,1,0,treatment
9725994,gate_30,98,0,1,control
9726337,gate_40,5,0,0,treatment
9726344,gate_30,8,0,0,control
9726465,gate_40,1,0,0,treatment
9727108,gate_40,27,1,0,treatment
9727122,gate_40,269,1,1,treatment
9727142,gate_40,2,0,0,treatment
9727262,gate_40,80,1,0,treatment
9727540,gate_30,28,1,0,control
9727606,gate_30,81,1,0,control
9727699,gate_40,8,0,0,treatment
9727700,gate_40,35,0,0,treatment
9727801,gate_30,4,0,0,control
9727962,gate_30,21,0,1,control
9727997,gate_30,25,1,0,control
9728013,gate_40,141,1,1,treatment
9728148,gate_30,47,1,1,control
9728246,gate_30,3,0,0,control
9728256,gate_30,126,1,1,control
9728503,gate_40,10,1,0,treatment
9728571,gate_30,1,0,0,control
9728724,gate_40,5,0,0,treatment
9729029,gate_40,20,0,0,treatment
9729197,gate_40,1,0,0,treatment
9729292,gate_30,5,0,0,control
9729338,gate_40,77,1,1,treatment
9729397,gate_30,13,1,0,control
9729448,gate_40,29,1,0,treatment
9729478,gate_30,15,0,0,control
9729523,gate_30,25,0,0,control
9729526,gate_30,5,0,0,control
9729546,gate_40,7,0,0,treatment
9729907,gate_40,6,0,0,treatment
9730064,gate_40,2,1,1,treatment
9730245,gate_30,61,1,0,control
9730259,gate_30,17,1,0,control
9730277,gate_40,56,0,0,treatment
9730504,gate_40,32,0,0,treatment
9730523,gate_40,5,0,0,treatment
9730629,gate_40,30,1,0,treatment
9730703,gate_30,34,1,0,control
9730813,gate_40,8,1,0,treatment
9730847,gate_30,24,1,1,control
9730952,gate_40,34,0,0,treatment
9731108,gate_30,4,1,0,control
9731238,gate_30,6,0,0,control
9731425,gate_40,125,1,1,treatment
9731598,gate_40,116,1,1,treatment
9731620,gate_40,7,0,0,treatment
9731632,gate_30,21,1,0,control
9732090,gate_30,3,1,0,control
9732193,gate_30,8,0,0,control
9732289,gate_40,5,0,0,treatment
9732373,gate_40,1,0,0,treatment
9732391,gate_30,28,0,0,control
9732723,gate_30,17,0,0,control
9732860,gate_40,48,1,0,treatment
9733179,gate_40,1,0,0,treatment
9733245,gate_40,6,0,0,treatment
9733305,gate_40,107,1,1,treatment
9733491,gate_30,144,1,0,control
9733574,gate_30,31,0,0,control
9733682,gate_30,3,0,0,control
9733799,gate_40,1,0,0,treatment
9733872,gate_30,5,0,0,control
9734042,gate_40,1,0,0,treatment
9734102,gate_30,31,0,0,control
9734142,gate_40,4,0,0,treatment
9734240,gate_40,1,0,0,treatment
9734267,gate_30,12,0,0,control
9734588,gate_40,80,1,1,treatment
9734646,gate_40,30,0,1,treatment
9734710,gate_40,3,0,0,treatment
9734718,gate_40,109,1,0,treatment
9734819,gate_30,1,0,0,control
9735158,gate_30,121,1,1,control
9735171,gate_30,339,1,1,control
9735356,gate_30,63,1,0,control
9735598,gate_30,0,0,0,control
9735917,gate_40,512,1,1,treatment
9735943,gate_30,2,0,0,control
9736000,gate_40,5,0,0,treatment
9736109,gate_30,2,0,0,control
9736273,gate_30,6,0,0,control
9736386,gate_30,56,1,0,control
9736504,gate_40,11,1,0,treatment
9736548,gate_30,266,1,1,control
9736552,gate_40,11,0,0,treatment
9736556,gate_40,3,0,0,treatment
9736587,gate_30,12,0,0,control
9736643,gate_30,217,1,1,control
9736645,gate_30,8,1,0,control
9737087,gate_30,0,0,0,control
9737117,gate_30,141,1,1,control
9737193,gate_30,93,1,1,control
9737200,gate_30,57,1,0,control
9737290,gate_30,3,0,1,control
9737311,gate_30,545,1,1,control
9737473,gate_40,7,0,0,treatment
9737502,gate_30,3,0,0,control
9737666,gate_30,31,1,0,control
9737704,gate_30,11,1,0,control
9737832,gate_40,658,1,1,treatment
9737843,gate_30,6,0,0,control
9737852,gate_30,1,0,0,control
9737865,gate_40,2,0,0,treatment
9738146,gate_40,25,1,1,treatment
9738182,gate_30,1,0,0,control
9738188,gate_30,40,1,0,control
9738200,gate_30,7,0,0,control
9738229,gate_30,9,0,0,control
9738342,gate_30,20,0,0,control
9738398,gate_30,204,1,0,control
9738546,gate_30,43,1,0,control
9738624,gate_40,32,1,1,treatment
9738631,gate_30,161,1,1,control
9738935,gate_30,5,0,0,control
9739083,gate_40,2,0,0,treatment
9739086,gate_40,7,1,0,treatment
9739113,gate_30,36,1,0,control
9739114,gate_40,2,0,0,treatment
9739223,gate_40,27,1,0,treatment
9739330,gate_30,3,0,0,control
9739442,gate_30,145,0,1,control
9739452,gate_40,6,1,0,treatment
9739491,gate_30,11,0,0,control
9739492,gate_30,0,0,0,control
9739792,gate_30,5,0,0,control
9740113,gate_40,9,0,0,treatment
9740133,gate_40,8,1,0,treatment
9740178,gate_40,61,0,0,treatment
9740349,gate_40,81,1,0,treatment
9740411,gate_40,23,0,0,treatment
9740566,gate_30,1,0,0,control
9740590,gate_40,0,0,0,treatment
9740884,gate_30,14,1,0,control
9741283,gate_40,66,1,1,treatment
9741646,gate_30,7,0,0,control
9741840,gate_40,4,0,0,treatment
